2023-09-08 20:15:02, 13.9, 8, 10025558016, 316549160960, 192.168.1.8
2023-09-08 20:15:04, 15.2, 8, 10020253696, 316549165056, 192.168.1.8
2023-09-08 20:15:06, 16.6, 8, 10036666368, 316549165056, 192.168.1.8
2023-09-08 20:15:08, 13.4, 8, 10038931456, 316549165056, 192.168.1.8
2023-09-08 20:15:10, 13.5, 8, 10038820864, 316549165056, 192.168.1.8
2023-09-08 20:15:12, 17.1, 8, 10015911936, 316549165056, 192.168.1.8
2023-09-08 20:15:14, 11.1, 8, 10005188608, 316549165056, 192.168.1.8
2023-09-08 20:15:16, 15.0, 8, 10008096768, 316549165056, 192.168.1.8
2023-09-08 20:15:18, 15.4, 8, 10030006272, 316549165056, 192.168.1.8
2023-09-08 20:15:20, 8.7, 8, 10016583680, 316549165056, 192.168.1.8
2023-09-08 20:15:22, 12.3, 8, 10008174592, 316549165056, 192.168.1.8
2023-09-08 20:15:24, 11.0, 8, 10007875584, 316549165056, 192.168.1.8
2023-09-08 20:15:26, 10.3, 8, 10005901312, 316549165056, 192.168.1.8
2023-09-08 20:15:28, 10.6, 8, 9995505664, 316549165056, 192.168.1.8
2023-09-08 20:15:30, 8.2, 8, 9994956800, 316549165056, 192.168.1.8
2023-09-08 20:15:32, 9.4, 8, 9996591104, 316549165056, 192.168.1.8
2023-09-08 20:15:34, 9.0, 8, 10009079808, 316549165056, 192.168.1.8
2023-09-08 20:15:36, 10.3, 8, 10005663744, 316549165056, 192.168.1.8
2023-09-08 20:15:38, 9.7, 8, 9996431360, 316549165056, 192.168.1.8
2023-09-08 20:15:40, 9.1, 8, 9994674176, 316549165056, 192.168.1.8
2023-09-08 20:15:42, 8.9, 8, 9990881280, 316549165056, 192.168.1.8
2023-09-08 20:15:44, 12.4, 8, 10012008448, 316549165056, 192.168.1.8
2023-09-08 20:15:46, 12.0, 8, 10035785728, 316549165056, 192.168.1.8
2023-09-08 20:15:48, 14.2, 8, 10009686016, 316549165056, 192.168.1.8
2023-09-08 20:15:50, 13.0, 8, 10010013696, 316549165056, 192.168.1.8
2023-09-08 20:15:52, 17.3, 8, 10016092160, 316549165056, 192.168.1.8
2023-09-08 20:15:55, 17.1, 8, 10028212224, 316549165056, 192.168.1.8
2023-09-08 20:15:57, 16.9, 8, 10020175872, 316549165056, 192.168.1.8
2023-09-08 20:15:59, 20.3, 8, 10020859904, 316549165056, 192.168.1.8
2023-09-08 20:16:01, 16.4, 8, 10029776896, 316549165056, 192.168.1.8
2023-09-08 20:16:03, 11.7, 8, 10014154752, 316549165056, 192.168.1.8
2023-09-08 20:16:05, 19.6, 8, 10019151872, 316549165056, 192.168.1.8
2023-09-08 20:16:07, 16.5, 8, 10020048896, 316549165056, 192.168.1.8
2023-09-08 20:16:09, 13.4, 8, 10015408128, 316549165056, 192.168.1.8
2023-09-08 20:16:11, 22.7, 8, 10022940672, 316549165056, 192.168.1.8
2023-09-08 20:16:13, 20.9, 8, 10043453440, 316549165056, 192.168.1.8
2023-09-08 20:16:15, 12.8, 8, 10036199424, 316549165056, 192.168.1.8
2023-09-08 20:16:17, 13.3, 8, 10032537600, 316549165056, 192.168.1.8
2023-09-08 20:16:19, 15.7, 8, 10037374976, 316549177344, 192.168.1.8
2023-09-08 20:16:21, 14.5, 8, 10040078336, 316549177344, 192.168.1.8
2023-09-08 20:16:23, 15.2, 8, 10025574400, 316549177344, 192.168.1.8
2023-09-08 20:16:25, 16.8, 8, 10036760576, 316549177344, 192.168.1.8
2023-09-08 20:16:27, 19.3, 8, 10037379072, 316549177344, 192.168.1.8
2023-09-08 20:16:29, 15.5, 8, 10041094144, 316549177344, 192.168.1.8
2023-09-08 20:16:31, 18.4, 8, 10034880512, 316549177344, 192.168.1.8
2023-09-08 20:16:33, 13.0, 8, 10026057728, 316549177344, 192.168.1.8
2023-09-08 20:16:35, 12.6, 8, 10027384832, 316549177344, 192.168.1.8
2023-09-08 20:16:37, 20.1, 8, 10027536384, 316549177344, 192.168.1.8
2023-09-08 20:16:39, 14.3, 8, 10023849984, 316549177344, 192.168.1.8
2023-09-08 20:16:41, 15.1, 8, 10010509312, 316549177344, 192.168.1.8
2023-09-08 20:16:43, 16.4, 8, 10006884352, 316549177344, 192.168.1.8
2023-09-08 20:16:45, 18.1, 8, 10020876288, 316549177344, 192.168.1.8
2023-09-08 20:16:47, 13.7, 8, 10022858752, 316549177344, 192.168.1.8
2023-09-08 20:16:49, 11.9, 8, 10025062400, 316549177344, 192.168.1.8
2023-09-08 20:16:51, 11.7, 8, 10022739968, 316549181440, 192.168.1.8
2023-09-08 20:16:53, 9.9, 8, 10029400064, 316549181440, 192.168.1.8
2023-09-08 20:16:55, 10.8, 8, 10032709632, 316549181440, 192.168.1.8
2023-09-08 20:16:57, 9.5, 8, 10028425216, 316549181440, 192.168.1.8
2023-09-08 20:16:59, 15.7, 8, 10044010496, 316549181440, 192.168.1.8
2023-09-08 20:17:01, 13.6, 8, 10051825664, 316549185536, 192.168.1.8
2023-09-08 20:17:03, 13.4, 8, 10036051968, 316549185536, 192.168.1.8
2023-09-08 20:17:05, 12.7, 8, 10026291200, 316549185536, 192.168.1.8
2023-09-08 20:17:07, 13.6, 8, 10050224128, 316549300224, 192.168.1.8
2023-09-08 20:17:09, 12.6, 8, 10049593344, 316549300224, 192.168.1.8
2023-09-08 20:17:11, 13.1, 8, 10028773376, 316549300224, 192.168.1.8
2023-09-08 20:17:13, 11.6, 8, 10029584384, 316549300224, 192.168.1.8
2023-09-08 20:17:15, 10.6, 8, 10015821824, 316549300224, 192.168.1.8
2023-09-08 20:17:17, 9.3, 8, 10013716480, 316549300224, 192.168.1.8
2023-09-08 20:17:19, 11.2, 8, 10023632896, 316549300224, 192.168.1.8
2023-09-08 20:17:21, 13.2, 8, 10026717184, 316549300224, 192.168.1.8
2023-09-08 20:17:23, 11.8, 8, 10024808448, 316549300224, 192.168.1.8
2023-09-08 20:17:25, 13.3, 8, 10017116160, 316549300224, 192.168.1.8
2023-09-08 20:17:27, 15.2, 8, 10019520512, 316549300224, 192.168.1.8
2023-09-08 20:17:29, 16.8, 8, 10015907840, 316549300224, 192.168.1.8
2023-09-08 20:17:31, 13.8, 8, 10009509888, 316549300224, 192.168.1.8
2023-09-08 20:17:33, 12.6, 8, 10019794944, 316549300224, 192.168.1.8
2023-09-08 20:17:36, 12.3, 8, 10015617024, 316549300224, 192.168.1.8
2023-09-08 20:17:38, 13.1, 8, 10005696512, 316549300224, 192.168.1.8
